ID,UNIQUE_ID,Interaction_ID,ID1,EVENT_MASTER,GROUPED_ID,BAR_ID,SOURCE_ID,DATE,DYAD_CODE,BCode,NUMBER_OF_BASINS,LOCATION,CCODE1,CCODE2,IRM1,IRM2,BCCODE1,BCCODE2,COUNTRY_LIST,NUMBER_OF_Countries,COPDAB_SCALE,BAR_Scale,EVENT_TYPE,EVENT_SUMMARY,Issue_Type1,Issue_Type2,Macro_Event,Comments,SOURCE,Source_Source,KLL_Categ,FBIS_Region,DOC_DATE,EVENT_ISSUE,KLL_ISSUE_NUMBER
5270,2944,1,5420,5406,F99,F99,99,4/10/1999,MMR_THA,SALW,1,Moei River,MMR,THA,I,R,SALW_MMR,SALW_THA,Burma--Thailand,2,11,-3,y,"Regarding border disputes on the Moei River and dredging, the pertinent treaty requires Burma to obtain approval from the other party which jointly uses water from the river. The latest Burma river encroachment is not the first, but there were several in the past decade which involved construction of posts to divert water flow causing erosion of Thai bank and growth on Burma bank. Thailand had to build posts to stop erosion of its river bank. Open construction shows that Burma wants to show that it could use water from the river at will, as if owned it. Like Thailand, Burma also faces water shortages, and it has claimed that what it is doing is to protect its water. A further review will show that Burma knows Thailand wants water from Moei River to alleviate its drought problem.",12,0,Moei River,"CONSTRUCT;  Burma (I)--Thailand (R);  See # 93;  editorial --> gives history, but implies Burma continuing dam construction",WNC (FBIS),Bangkok Krungthep Thurakit,1,eas,4/10/1999,water use,2b
5271,2945,1,5421,5407,F878,F878,878,4/13/1999,ISR_JOR,JORD,1,Jordan,ISR,JOR,,,JORD_ISR,JORD_JOR,Israel--Jordan,2,0,,n/a-contextual information,"In an interview with Al-Quds, Mahadin states that Israel is committed to fulfilling water agreement and Jordanian-Israeli Technical Committee is still discussing this issue. Mahadir also notes that the current Middle East water crisis requires regional cooperation.",2,0,,already captured (same comment during meeting & in interview) --> see above!,FBIS,Jerusalem Al-Quds,2,nes,4/13/1999,water allocation (drought),2
5272,2946,1,5422,5408,F879,F879,879,4/13/1999,ISR_JOR,JORD,1,Jordan*,ISR,JOR,R,I,JORD_ISR,JORD_JOR,Israel--Jordan,2,7,1,y,"In an interview with Al-Quds, Mahadin states that the most important joint Israeli-Jordanian water project is the planned Bisan desalinization plant, for which the two sides are currently seeking funding. The project is expected to be completed by 2000 and will supply Israel with the remaining additional water as per the terms of the treaty.",10,0,,INTERVIEW --> STATEMENTS by Jordan (I) regarding joint water projects withIsrael (R);  SY --> water quantity event,mg,Jerusalem Al-Quds,1,nes,4/13/1999,water projects --> desalination,2b
5273,2947,1,5423,5409,F280,F280,280,4/14/1999,ISR_JOR,JORD,1,Jordan,ISR,JOR,M,M,JORD_ISR,JORD_JOR,Israel--Jordan,2,6,2,y,"Jordan and Israel have reached breakthrough in a water dispute which erupted last month when Israel proposed cutting water supplied to Jordan, officials said Tuesday. In a joint water committee meeting last week, both sides reached an agreement under which Jordan will obtain its 55 million cubic meters of water from Israel, as stipulated in agreements signed between the countries. However, distribution of water might be carried out on a different schedule. Last month, Jordan strongly protested an Israel request to cut 40% of water supplies to Jordan to deal with regional drought. See article for more details on water allocations i.e., amounts.",2,0,,BREAKTHROUGH in dispute;  Jordan protest already captured;  See # 272-5 + a number 280-287,WNC (FBIS),Amman Jordan Times (www),1,nes,4/21/1999,water supplies,2
5274,2948,1,5425,5411,F880,F880A,880,4/15/1999,ISR_JOR,JORD,1,Jordan*,ISR,JOR,I,R,JORD_ISR,JORD_JOR,Israel--Jordan--Palestine--Euro-Mediterranean Conference,3,7,1,y,"Sharon will attend Euro-Mediterranean Conference of foreign ministers and is expected to present and request assistance for Israel's plan for a regional desalinization project to help alleviate water shortages in Israel, Jordan and Palestine.",2,0,,Israel (I) to request assistance for desalination project at Euro-Medit. (R) Conference ;  Jordan-Palestine (O),Jerusalem Post,The Jerusalem Post,1,,4/15/1999,water projects --> desalination,2
5275,2948,2,5426,5412,F880,F880B,880,4/15/1999,ISR_PLO,JORD,1,Jordan*,ISR,PLO,I,R,JORD_ISR,JORD_PLO,Israel--Jordan--Palestine--Euro-Mediterranean Conference,3,7,1,y,"Sharon will attend Euro-Mediterranean Conference of foreign ministers and is expected to present and request assistance for Israel's plan for a regional desalinization project to help alleviate water shortages in Israel, Jordan and Palestine.",2,0,,Israel (I) to request assistance for desalination project at Euro-Medit. (R) Conference ;  Jordan-Palestine (O),Jerusalem Post,The Jerusalem Post,1,,4/15/1999,water projects --> desalination,2
5276,2948,3,5424,5410,F880,F880C,880,4/15/1999,ISR_OTH,JORD,1,Jordan*,ISR,OTH,I,R,JORD_ISR,JORD_OTH,Israel--Jordan--Palestine--Euro-Mediterranean Conference,3,7,1,ExVar,"Sharon will attend Euro-Mediterranean Conference of foreign ministers and is expected to present and request assistance for Israel's plan for a regional desalinization project to help alleviate water shortages in Israel, Jordan and Palestine.",2,0,,Israel (I) to request assistance for desalination project at Euro-Medit. (R) Conference ;  Jordan-Palestine (O),Jerusalem Post,The Jerusalem Post,8,,4/15/1999,water projects --> desalination,2
5277,2949,1,5427,5413,F338,F338,338,4/16/1999,RUS_TJK,ARAL,1,Lake Sarez.,RUS,TJK,M,M,ARAL_RUS,ARAL_TJK,Russia--Tajikistan,2,2,6,ExVar,"Below is the full text of the Treaty of Alliance and cooperation between Russia and Tajikistan for the 21st century, signed in Kremlin today by the heads of state, Yeltsin and Rahmonov. The sides will facilitate involvement of scientific organizations of both countries in research, development, and implementation of recommendations to make Lake Sarez environmentally safe.",1,8,,TREATY SIGNED --> aimed at Lake protection,WNC (FBIS),Moscow ITAR--TASS World Service,1,sov,4/16/1999,lake protection,18
5278,2950,1,5428,5414,F881,F881,881,4/16/1999,ISR_JOR,JORD,1,Jordan,ISR,JOR,I,R,JORD_ISR,JORD_JOR,Israel--Jordan,2,10,-2,y,Jordanian Prime Minister rejects Israeli requests for reduced 1999 water supplies.,2,0,,"Jordan (I) REJECTS Israel 1999 request (request captured?) for reduced water supplies;  SY: captured 1 mo. prior;  may be 2nd request, but consider already captured for now;",Jerusalem Post,The Jerusalem Post,1,,4/16/1999,water supplies,2
5282,2954,1,5432,5418,F279,F279,279,4/21/1999,JOR_SYR,JORD,1,al-Yarmuk River,JOR,SYR,,,JORD_JOR,JORD_SYR,Jordan--Syria,2,0,,n/a-contextual information,"Jordan King Bin-Husayn will depart for Damascus this morning on a 2-day official visit to Syria. Sources said joint technical issues will be discussed in a meeting, particularly water and Jordan detainees in Syria jails. Responding to the question on whether Jordan will ask Syria during upcoming visit to supply it with fresh water because of drought in whole region, al-Majali Jordan's ambassador said, ""I have no information regarding this issue. The leadership has not asked us to study the issue technically so far.""  Official Syrian sources stressed to al-Dustur that Jordan's share of the al-Yarmuk River remains the same despite the drought.",2,0,Yarmuk River,future event!?,WNC (FBIS),Amman Al-Dustur,2,nes,4/21/1999,water sharing,
5285,2956,1,5435,5421,F19,F19,19a,4/22/1999,LSO_ZAF,ORAN,1,Highlands water project--Vaal River,LSO,ZAF,I,R,ORAN_LSO,ORAN_ZAF,Lesotho--South  Africa,2,7,1,y,South Africa Water Affairs and Forestry Minister Asmal on behalf of Mandela talks with Lesotho Prime Minister Mosisili on revision of water treaty regarding implementation of Lesotho Highlands water project-related taxes at request of Lesotho government. A joint communique stresses that both sides view talks as crucial to sustaining project's momentum following recent Lesotho events.,10,0,Highlands Water Project,See #19b --> TALKS,WNC (FBIS),Joh. SAPA,1,afr,4/22/1999,water project treaty,2b
5288,2958,1,5438,5424,F281,F281,281,4/24/1999,JOR_SYR,JORD,1,Yarmuk & Jordan Rivers,JOR,SYR,,,JORD_JOR,JORD_SYR,Jordan--Syria,2,0,,n/a-contextual information,"The government on Friday said the Yarmuk River has reached lowest level in history. Also, Minister of Water and Irrigation, Mahadin, said that Jordan and Syria will review long-delayed Wihdeh Dam on the Yarmuk and that Jordan technical team will leave for Damascus next week to discuss related issues. A joint committee agreed last year to move ahead with construction of JD152 million dam and seek funding for project, expected to have a storage capacity of 225 million cubic meters and take 3.5 years to complete.",10,0,Yarmuk River,"2 events--both captured elsewhere;  (1) meeting to discuss delayed dam next week, (2) agreed upon last year between 2 countries;   See # 280-287",WNC (FBIS),Amman Jordan Times (www),2,nes,4/24/1999,water supplies,2b
5289,2959,1,5439,5425,F282,F282,282,4/25/1999,JOR_SYR,JORD,1,Yarmuk River,JOR,SYR,M,M,JORD_JOR,JORD_SYR,Jordan--Syria,2,6,2,y,"Jordan has asked Syria ""Muslim Brotherhood"" group in Jordan to stop its media campaign against Syria regime in general and Syria President al-Asad in particular. Jordan sources told al-Awsat yesterday said that Jordan would not allow Syria members of group to conduct anti-Syria political or media activity, which may reflect negatively on good relations between the countries. Jordan King Bin-Husayn paid a successful visit to Damascus last week, the countries agreed to resume relations in all areas, including security, border, trade and economic cooperation and water.",2,0,Yarmuk River,AGREED to resume relations;  See # 280-287,WNC (FBIS),London Al-Sharq Al-Aswat (www),1,nes,4/25/1999,water relations,2
5290,2960,1,5440,5426,F340,F340,340,4/26/1999,ARM_AZE,KURA,1,Kura-Araks*,ARM,AZE,M,M,KURA_ARM,KURA_AZE,Armenia--Azerbaijan,2,7,1,y,"Armenia President Kocharyan has denied reports by some mass media about recent meeting of Armenia and Azerbaijan defense ministers in Tbilisi, where the issue of returning so-called occupied territories in return for Azerbaijan lifting its blockage on communications was ostensibly discussed. Armenia President said that agreement had been reached about holding further meetings with the purpose of implementing steps at the line of confrontation, which could promote atmosphere of mutual trust, rule out shooting and enable farmers on both sides to engage in unhindered agriculture work and joint use water resources, etc.",2,0,,AGREED TO MEET in future;,WNC (FBIS),Yerevan Snark,1,sov,4/26/1999,joint water use,2a
5291,2961,1,5441,5427,F283,F283,283,4/27/1999,EGY_ETH,NILE,1,"""in Ethiopian mountains""",EGY,ETH,I,R,NILE_EGY,NILE_ETH,Egypt--Ethiopia,2,7,1,y,Cairo downplayed new attacks launched by some Ethiopia newspapers against Egypt which accuse Cairo of interfering in Ethiopia's internal affairs and hampering water projects that Addis Ababa intends to carry out in Ethiopia's mountains.,10,2,,ACCUSATIONS of hampering withwater projects;  Egypt (I)--Ethiopia (R);  See # 280-287,WNC (FBIS),London Al-Sharq Al-Aswat,1,nes,4/27/1999,water projects,8b
5295,2965,1,5446,5432,F284,F284,284,5/1/1999,JOR_SYR,JORD,1,Yarmuk River,JOR,SYR,M,M,JORD_JOR,JORD_SYR,Israel--Jordan--Syria,3,7,1,y,"Jordan and Syria have launched intensive talks to facilitate travel procedures for respective nations, as they open new chapter ending 4 years of soured relations. On another front, Jordan Minister of Water and Irrigation, Mahadin, is due to visit Damascus next Sunday for talks with Syrian officials on water issues. During the 3-day visit, Mahadin and Syrian counterparts are scheduled to discuss means of reviving the al-Wehdah dam Unity Bridge project on the Yarmuk River, which forms part of natural border between the countries.",10,8,Yarmuk River,"TALKS PLANNED regarding dam project specifically & water issues, more generally;  Israel (O);  See # 280-287",WNC (FBIS),Amman Jordan Times,1,nes,5/1/1999,"water issues, specifically dam project",8
5297,2967,1,5447,5433,F285,F285A,285,5/2/1999,JOR_SYR,JORD,1,Jordan & al-Yarmuk Rivers,JOR,SYR,R,I,JORD_JOR,JORD_SYR,Israel--Jordan--Syria,3,7,1,y,"Syria no longer doubts Jordan's intentions, as new era is getting close to its pan-Arab depth, keeping its relations with Israel at a minimum level, and threatening to cancel its peace treaty with Israel if Israel reduces Jordan's share of water from the River Jordan and al-Yarmuk River in violation of the peace treaty.",2,0,Yarmuk River,STATEMENT OF SUPPORT;  See # 280-287,WNC (FBIS),London Al-Sharq Al-Aswat (www),1,nes,5/2/1999,water sharing,2
5298,2967,2,5448,5434,F285,F285B,285,5/2/1999,ISR_SYR,JORD,1,Jordan & al-Yarmuk Rivers,ISR,SYR,O,I,JORD_ISR,JORD_SYR,Israel--Jordan--Syria,3,0,,y-other,"Syria no longer doubts Jordan's intentions, as new era is getting close to its pan-Arab depth, keeping its relations with Israel at a minimum level, and threatening to cancel its peace treaty with Israel if Israel reduces Jordan's share of water from the River Jordan and al-Yarmuk River in violation of the peace treaty.",2,0,Yarmuk River,STATEMENT OF SUPPORT;  See # 280-287,WNC (FBIS),London Al-Sharq Al-Aswat (www),1,nes,5/2/1999,water sharing,2
5299,2968,1,5449,5435,F286,F286,286,5/4/1999,JOR_SYR,JORD,1,Yarmuk River,JOR,SYR,R,I,JORD_JOR,JORD_SYR,Jordan--Syria,3,4,4,y,"Jordan government Sunday stood firm in stressing that construction of the Wihdeh Dam on the Yarmuk River is Jordan-Syria issue, refuting recent media reports that Israel is opposing long-awaited project. The project is separate from the 1994 peace treaty with Israel, which has not objected to the project, Jordan Valley Authority Secretary General Mahasneh told Jordan Times. On Sunday, Jordan-Syria agreed to go ahead with the dam plan and to provide water to Jordan from Syria's Dar Dam to help meet water shortage. The committee also agreed to continue monitoring and preserving Yarmuk basin. The new Windeh Dam should also help provide Syria with electricity. The Windeh Dam is part of an agreement signed in 1987, which has been delayed due to lack of funds, political tension over regional roles, and Israel's reservation over dam pending regional peace settlement.",10,0,Yarmuk River,AGREES to give water;  Syria (I)--Jordan (R);  See # 280-287,WNC (FBIS),Amman Jordan Times (www),1,nes,5/4/1999,dam,2b
5300,2969,1,5450,5436,F61,F61,61,5/5/1999,CHN_KAZ,OBXX,1,Cherny Irtysh River,CHN,KAZ,R,I,OBXX_CHN,OBXX_KAZ,China--Kazakhstan,2,7,1,y,"Kazakhstan and China start talks in Beijing on Wenesday May 5 on water intake from border rivers, above all the Cherny Irtysh. In an inteview with Itar-Tass on Wednesday, Kazakhstan Vice-Premier and Foreign Minister Tokayev said Kazakhstans believe that the start of talks and consent of China to exchange opinions on agreed water intake from border rivers is impressive headway in our relations, which became possible thanks to a letter by President Nazarbayev to China Chair Zemin calling for urgent measures to settle a situation. According to Tokayev Kazakhstan, Russia could actively participate in settling problems concerning water conservancy activities on river.",2,0,,SAID;  Kazakhstan (I)--China (R),WNC (FBIS),Moscow ITAR-TASS World Service,1,chi,5/5/1999,water use,2
5306,2971,1,5458,5444,T196,T196D,T196D,5/7/1999,KAZ_TJK,ARAL,1,transboundary water resources (all shared basins),KAZ,TJK,M,M,ARAL_KAZ,ARAL_TJK,Kazakhstan--Kyrgyz Republic--Tajikistan--Uzbekistan,4,2,6,y,"Between the Government of the Republic of Kazakhstan, the Government of the Kyrgyz Republic, the Government of Tajikistan, and the Government of the Republic of Uzbekistan on Cooperation in the Area of Environment and Rational Nature Use",1,0,,Aral Sea,TFDD,,,,,,
5307,2971,2,5457,5443,T196,T196E,T196E,5/7/1999,KGZ_TJK,ARAL,1,transboundary water resources (all shared basins),KGZ,TJK,M,M,ARAL_KGZ,ARAL_TJK,Kazakhstan--Kyrgyz Republic--Tajikistan--Uzbekistan,4,2,6,y,"Between the Government of the Republic of Kazakhstan, the Government of the Kyrgyz Republic, the Government of Tajikistan, and the Government of the Republic of Uzbekistan on Cooperation in the Area of Environment and Rational Nature Use",1,0,,Aral Sea,TFDD,,,,,,
5308,2971,3,5456,5442,T196,T196F,T196F,5/7/1999,TJK_UZB,ARAL,1,transboundary water resources (all shared basins),TJK,UZB,M,M,ARAL_TJK,ARAL_UZB,Kazakhstan--Kyrgyz Republic--Tajikistan--Uzbekistan,4,2,6,y,"Between the Government of the Republic of Kazakhstan, the Government of the Kyrgyz Republic, the Government of Tajikistan, and the Government of the Republic of Uzbekistan on Cooperation in the Area of Environment and Rational Nature Use",1,0,,Aral Sea,TFDD,,,,,,
5309,2972,1,5465,5451,F287,F287,287,5/8/1999,ISR_JOR,JORD,1,Jordan & al-Yarmuk Rivers,ISR,JOR,R,I,JORD_ISR,JORD_JOR,Israel--Jordan,2,4,4,y,"Jordan government on Friday said Israel will provide Jordan with its full share of water under the regular schedule, following a breakthrough in the dispute over an unofficial Israel plan to cut supplies to Jordan. ",2,0,Yarmuk River,Jordan (I) government ANNOUNCED;  Israel (R) (Meredith);  event already recorded?--See #286;  see also a number 280-287,WNC (FBIS),Amman Jordan Times (www),1,nes,5/8/1999,water sharing,2b
